wavenumber,GN 11-389,GN 11-400,GN 11-407,GN 11-411,GN 11-416,GN 11-419,GN 11-422,GN 11-423,GN 11-428,GN 11-434,GN 11-435,GN 11-460,HW 07-151,HW 11-137,HW 11-144,HW 11-146,HW 11-148,HW 11-149,HW 11-172,HW 11-173,HW 11-176,HW 11-179,HW 11-184,LG 09-384,LG 11-309,LG 11-393,LG 11-395,LG 11-397,LG 11-404,LG 11-412,LG 11-414,LG 11-418,LG 11-432,LG 11-433,LG 11-438,LG 11-461,SW 11-138,SW 11-139,SW 11-154,SW 11-158,SW 11-178,OCC 11-457,OCC 11-462,OCC 11-463,OMG 08-82,OMG 11-454,OMG 11-455,OMG 11-456,ONP 08-78,ONP 09-388,ONP 11-450,ONP 11-451,ONP 11-458,ONP 11-459,OFF 10-506,OFF 13-144,OFF 08-80,OFF 08-852
3458,0.01761092,0.049299086,0.027790181,0.024690611,0.039922661,0.023649285,0.023286758,0.02648073,0.068878254,0.035067742,0.018047118,0.023846842,0.014343294,0.012754842,0.010976529,0.023586458,0.01618067,0.017756849,0.011492049,0.029955728,0.015762803,0.0200856,0.01828607,0.021976926,0.013996413,0.0191029,0.021539621,0.0228259,0.02206777,0.016165068,0.033798689,0.023459419,0.05964058,0.017434025,0.019809973,0.041689014,0.012990942,0.027498529,0.025976847,0.015419953,0.013623293,0.028805686,0.014201471,0.009403141,0.033711634,0.01908576,0.03072885,0.031944776,0.012345732,0.032676334,0.022755327,0.022921013,0.010596071,0.035015617,0.007436375,0.005486674,0.008816426,0.007673075
3457,0.017767014,0.049598433,0.027992434,0.024797319,0.040137345,0.023833228,0.023353122,0.026610861,0.069206855,0.035218974,0.018248692,0.023888055,0.014422759,0.012905591,0.011121215,0.023806744,0.016315121,0.01790158,0.011603956,0.030160845,0.015842187,0.020238441,0.018499751,0.022045122,0.014054662,0.019119652,0.021693557,0.022946698,0.02227256,0.016234215,0.033958859,0.023479219,0.059888722,0.017537215,0.019928736,0.041884474,0.013111482,0.027699977,0.026162619,0.015599032,0.013845555,0.029006491,0.014438691,0.009509512,0.033808491,0.019256058,0.030937003,0.032144982,0.012400659,0.032970217,0.022910914,0.023074949,0.010626792,0.03531196,0.007456608,0.005578128,0.008885939,0.007766408
3456,0.017938544,0.04993662,0.028192176,0.02500354,0.040309843,0.023979644,0.023415663,0.026794473,0.069568731,0.035381123,0.018408553,0.023951748,0.014517783,0.013022292,0.011260585,0.023991899,0.016414128,0.018028714,0.01169605,0.030392982,0.015907013,0.020369488,0.018689487,0.022115644,0.014085292,0.019107984,0.021824097,0.023073122,0.022384018,0.016309856,0.034039377,0.023524964,0.06010235,0.017653915,0.020055973,0.042004157,0.013246443,0.027951128,0.026392083,0.015747427,0.014064844,0.0292287,0.014669663,0.009653919,0.033908023,0.019426496,0.031102712,0.032307059,0.012462899,0.033272715,0.023084844,0.023250608,0.010667127,0.03558722,0.00750771,0.005681168,0.008971739,0.007860875
3455,0.018081269,0.050278482,0.028352018,0.025267479,0.040482095,0.024054867,0.02354025,0.027027685,0.069944821,0.035599517,0.018491634,0.024050451,0.014629022,0.01309227,0.011363949,0.024118526,0.01644293,0.018135496,0.011764121,0.030626826,0.015975914,0.020478796,0.018791109,0.022197172,0.014108791,0.01909438,0.021911347,0.023217644,0.022412237,0.016404453,0.034091715,0.023612737,0.060300587,0.017761098,0.020167873,0.042117534,0.013372597,0.028206476,0.026630165,0.015833555,0.014237774,0.029445072,0.014867369,0.009781447,0.034057048,0.019574186,0.031216427,0.032425759,0.012512643,0.033539262,0.023232439,0.023436175,0.010728225,0.035813538,0.007589186,0.005779887,0.009059021,0.007939452
3454,0.018170726,0.050596993,0.028462519,0.025514472,0.040691827,0.024089922,0.023731104,0.027282007,0.070321283,0.035881294,0.018545555,0.024184414,0.014738585,0.013146807,0.011427423,0.02422029,0.016420215,0.018242893,0.01182463,0.030839927,0.016055709,0.020588284,0.018803926,0.02230011,0.014160116,0.019122203,0.021963216,0.023360988,0.022412902,0.016513413,0.034162359,0.023729269,0.06051565,0.017839697,0.02025478,0.042284253,0.013480919,0.028430326,0.026835406,0.015862213,0.014358661,0.029642796,0.015021889,0.009862018,0.034245085,0.019677847,0.031276282,0.032523271,0.012525978,0.033738269,0.023327114,0.023608628,0.010799573,0.035973496,0.007693324,0.005871694,0.009135983,0.007985992
3453,0.018213137,0.050877892,0.028558149,0.025688255,0.040941437,0.024148659,0.023930901,0.027510178,0.070692309,0.036193905,0.018649846,0.024345173,0.014817076,0.01321592,0.011466175,0.024346183,0.016414355,0.018361869,0.011881899,0.031023112,0.016137596,0.020713427,0.018783139,0.022424898,0.014257888,0.019219899,0.02200711,0.023468821,0.022441374,0.016630245,0.034269799,0.02385738,0.060767163,0.017891118,0.020326997,0.042506508,0.013580401,0.028618983,0.026997385,0.015870387,0.014445531,0.029830417,0.015132456,0.009899679,0.034420553,0.019741305,0.031296864,0.032630298,0.012512249,0.033860474,0.023385044,0.023747861,0.010862986,0.036079941,0.007800279,0.005961056,0.009202022,0.007993129
3452,0.018230624,0.05110824,0.028693964,0.025777998,0.041203403,0.024261178,0.024074962,0.027673729,0.071050336,0.036490429,0.018833739,0.024513888,0.014850297,0.013296934,0.011499317,0.024513743,0.016489179,0.018483371,0.011921977,0.031183683,0.016219161,0.020851964,0.018786302,0.022563911,0.014385784,0.019374541,0.022075421,0.023540029,0.022519276,0.016756217,0.034422672,0.023991291,0.061055184,0.017941845,0.020406543,0.042748511,0.013681601,0.0287946,0.027143833,0.01590437,0.014522438,0.030030391,0.015204298,0.009916581,0.034547687,0.019797258,0.031320662,0.032766248,0.012512055,0.033927851,0.023460178,0.023859785,0.010922911,0.036181913,0.007888793,0.006048279,0.009271261,0.007979642
3451,0.018248914,0.051283215,0.028903557,0.025819845,0.041443809,0.024405266,0.024152024,0.02777204,0.071389651,0.036745399,0.019051761,0.024672042,0.014857329,0.013370436,0.011539168,0.024701035,0.016650515,0.018598035,0.011938094,0.031335975,0.016313869,0.020997858,0.018835474,0.0227171,0.014509055,0.019541915,0.022183522,0.023613884,0.022633168,0.016880307,0.034628871,0.024131075,0.061368121,0.018027352,0.020512266,0.042978594,0.013781851,0.028977333,0.027307766,0.015992862,0.014610658,0.030266821,0.01524777,0.009935409,0.034634341,0.019879338,0.031403274,0.032933159,0.012558626,0.033993929,0.023608958,0.023977113,0.011007856,0.036342031,0.007956824,0.006121321,0.009357826,0.007990037
3450,0.018295753,0.051432899,0.029175441,0.025879264,0.041643432,0.024546279,0.024213537,0.027843289,0.071722513,0.036966504,0.019229228,0.024815215,0.014875522,0.013427021,0.011581403,0.024870673,0.016841096,0.018703575,0.011941291,0.03148443,0.016426191,0.02114522,0.018921063,0.022896234,0.014606311,0.019682452,0.022314878,0.023730132,0.022754156,0.016970535,0.03487776,0.02427159,0.061692732,0.018163046,0.020645435,0.043186632,0.013862496,0.029162428,0.027486412,0.016127468,0.014714864,0.030547066,0.01527261,0.009968497,0.034710052,0.019992636,0.031573752,0.033122352,0.012645784,0.034121573,0.023847028,0.024127825,0.011132765,0.036595733,0.008018065,0.006153428,0.009450769,0.008058948
3449,0.018391078,0.051617367,0.029463392,0.026011314,0.04180522,0.024671267,0.024322237,0.027935071,0.072082815,0.037161703,0.019325884,0.024944254,0.014925534,0.013466115,0.011604144,0.024996485,0.016985472,0.018787487,0.011939381,0.031616767,0.01652884,0.02127118,0.019021618,0.023099027,0.014680163,0.019784116,0.022430707,0.023889415,0.022862569,0.017003986,0.035130999,0.02440289,0.062010479,0.018321732,0.020783386,0.043375215,0.013896744,0.029326113,0.027637034,0.016265992,0.014808959,0.03084598,0.015284114,0.010014422,0.03479544,0.020115057,0.031809602,0.033320689,0.012736271,0.034343261,0.024133114,0.02430509,0.011267922,0.036920605,0.008074143,0.006116892,0.009514123,0.00817041
3448,0.018530413,0.051872439,0.029717797,0.026221383,0.041957494,0.024783858,0.024495817,0.028074659,0.072501406,0.037309005,0.01936877,0.025050121,0.014994875,0.013483204,0.01159057,0.025075721,0.017045732,0.018825267,0.011925046,0.03171776,0.016585283,0.021337013,0.019114235,0.023287269,0.014740342,0.019858548,0.022508385,0.024059795,0.022964022,0.017008552,0.035351285,0.02452271,0.062297157,0.01844742,0.020897767,0.04355522,0.013868712,0.029453498,0.027721345,0.016366688,0.014851892,0.031114338,0.015290604,0.010064837,0.034900389,0.020222581,0.032056521,0.033509205,0.012800783,0.03463588,0.024398504,0.024475599,0.011360468,0.037243614,0.008106366,0.006012592,0.009524474,0.008264056
3447,0.018683444,0.052167059,0.029912322,0.026466306,0.042145318,0.024889474,0.024702894,0.028265684,0.072970892,0.03738442,0.019430466,0.025126671,0.015057313,0.013478495,0.011558549,0.025126854,0.017045139,0.018815529,0.01190178,0.031792234,0.016596265,0.021329704,0.019181902,0.023413072,0.014790466,0.019927507,0.022569089,0.024210294,0.023082438,0.017052663,0.035535456,0.024645257,0.06253677,0.018507076,0.020990856,0.043747537,0.0137992,0.029554873,0.02775615,0.016428484,0.014835696,0.031312332,0.015314728,0.010117486,0.03503475,0.020307221,0.03227348,0.033664956,0.01284597,0.034939304,0.024599694,0.024617061,0.011391149,0.037490244,0.008107082,0.005887767,0.009503545,0.008293986
3446,0.01881847,0.052435907,0.030049998,0.026697686,0.042396609,0.024999569,0.024902211,0.028498417,0.073436771,0.037419265,0.019561457,0.025198301,0.01510363,0.013473807,0.011558091,0.025178955,0.017045959,0.018806274,0.011908255,0.031871752,0.016610308,0.021294488,0.019227715,0.023470966,0.01483518,0.020008899,0.022652669,0.024327199,0.023232654,0.017177997,0.035704924,0.024788965,0.062733354,0.018526301,0.021102028,0.043968818,0.013751843,0.029653389,0.027812777,0.01649291,0.014813562,0.031438012,0.015387635,0.010180927,0.035198692,0.020376623,0.032458651,0.033778974,0.012904376,0.035207109,0.024748058,0.024743616,0.011401812,0.037644347,0.008105147,0.005815105,0.009502096,0.008278829
3445,0.018923991,0.052648638,0.030153586,0.026894788,0.042692077,0.025133287,0.025072472,0.028747344,0.073832755,0.037492915,0.019737875,0.025308759,0.015150205,0.013501938,0.011630461,0.025258826,0.017102092,0.018864231,0.011992641,0.031994668,0.016681181,0.021303575,0.019278759,0.023508926,0.014888635,0.02010571,0.022767233,0.024411348,0.02340154,0.017355435,0.035870547,0.024951326,0.062909111,0.018558499,0.021260816,0.044209765,0.013795472,0.02976579,0.027958422,0.016598315,0.014861715,0.031525328,0.0155231,0.010264005,0.035365901,0.020444736,0.032635557,0.033875259,0.013000492,0.035438772,0.024889217,0.024895251,0.011459047,0.037763655,0.00814134,0.005845115,0.009553062,0.008284266
3444,0.019004217,0.052826798,0.030252712,0.027053675,0.04297678,0.025295677,0.02520826,0.028966113,0.074135398,0.037653034,0.019886935,0.025473618,0.01521984,0.0135738,0.01177085,0.025380973,0.017224999,0.019012952,0.012158045,0.032177588,0.016818733,0.021388938,0.019362184,0.023581376,0.014965763,0.020208967,0.022881543,0.024476423,0.023563161,0.017517477,0.036023422,0.025104868,0.063093033,0.018620405,0.021440929,0.04443741,0.013944865,0.029901365,0.028196549,0.016734015,0.015004789,0.031619965,0.015697196,0.010361672,0.035497904,0.020521677,0.032818925,0.033998627,0.013129945,0.035660892,0.025052471,0.025101238,0.01159193,0.037925458,0.00822127,0.005972365,0.009649068,0.008356126
3443,0.019066398,0.053004495,0.030373975,0.027168575,0.043209677,0.025462043,0.025309171,0.029111159,0.074387798,0.037872194,0.019967196,0.025665584,0.015318476,0.013667006,0.011931625,0.02554221,0.017383654,0.019211182,0.012345249,0.032403751,0.016982283,0.021518967,0.019474453,0.023704495,0.015067627,0.020314892,0.0229748,0.024551801,0.023709961,0.01762676,0.036157054,0.025225167,0.063314248,0.018678438,0.021582057,0.044626981,0.014140246,0.03006895,0.028464945,0.016845803,0.015185608,0.031753696,0.015857059,0.010451294,0.035584167,0.020606964,0.032996244,0.034173803,0.013268292,0.035887866,0.025220752,0.025347246,0.01176955,0.03815442,0.008307779,0.006140391,0.009760616,0.008477809
3442,0.019121174,0.053200391,0.030533891,0.027240593,0.043399954,0.025600861,0.025386017,0.029181437,0.074665055,0.038097698,0.020013871,0.025855795,0.015429202,0.013749555,0.012053414,0.025721548,0.017527019,0.019391809,0.012473219,0.032634083,0.017112622,0.021639233,0.019580932,0.023858003,0.015179133,0.020431227,0.023074622,0.024670732,0.023859371,0.01770487,0.036281082,0.02531442,0.063596639,0.018702381,0.021657231,0.044787236,0.014291544,0.030268811,0.028686772,0.016885791,0.015311851,0.031926691,0.015951581,0.010500987,0.035656321,0.020695068,0.033142208,0.034383647,0.013391798,0.036112451,0.025350918,0.025576604,0.011933657,0.038413378,0.008357544,0.006274881,0.009860705,0.008590315
3441,0.019183973,0.053424646,0.030729527,0.027289317,0.043588694,0.025710182,0.025467172,0.029223398,0.075008912,0.038318047,0.020097422,0.026048563,0.01552315,0.013805899,0.012093104,0.025887661,0.017609808,0.019512582,0.012496073,0.032828718,0.017168894,0.021722027,0.019646624,0.024011991,0.015278744,0.020557073,0.023224064,0.024841234,0.024026809,0.017798943,0.036409594,0.025389011,0.063943539,0.018715416,0.021703379,0.044950459,0.014345059,0.030478008,0.028823238,0.016856238,0.015330757,0.032103713,0.015960959,0.010485053,0.035754647,0.020792426,0.033249813,0.03459447,0.013488027,0.036327212,0.025423784,0.025735115,0.012046875,0.038664857,0.00835183,0.006324088,0.009931386,0.008642852
3440,0.019265173,0.053689464,0.030927891,0.027341198,0.043799162,0.025817485,0.025583574,0.029287419,0.075398274,0.03855904,0.020244297,0.026260451,0.015576507,0.013838933,0.012040792,0.026014594,0.017614166,0.019571024,0.012428983,0.032965878,0.01714906,0.021776852,0.019662303,0.024146462,0.0153511,0.020666847,0.023417769,0.025032738,0.024200386,0.017930018,0.036549096,0.025453611,0.064327354,0.018777688,0.021782817,0.045141107,0.014309733,0.030660625,0.028887094,0.016809914,0.015261626,0.032236862,0.015909057,0.010402753,0.035888719,0.020920892,0.033343953,0.03479187,0.013553209,0.036536004,0.025470858,0.025821427,0.012111181,0.038920433,0.008293629,0.006285602,0.009962775,0.008623614
3439,0.019359075,0.053999831,0.03107228,0.027415991,0.04401583,0.025941277,0.025743597,0.029390485,0.075789254,0.038827511,0.020414396,0.026479571,0.015583573,0.013858528,0.011930712,0.026098218,0.017564485,0.019589055,0.012332702,0.033051843,0.017088984,0.021831612,0.019643993,0.024260859,0.01539574,0.02073282,0.023594258,0.025196477,0.024349608,0.018075015,0.036701713,0.025504802,0.064701728,0.018924082,0.021927899,0.045355615,0.014231345,0.030802278,0.028920546,0.016810864,0.015168385,0.032309316,0.015855085,0.010290581,0.03603843,0.021089758,0.03345905,0.034978046,0.013588876,0.036737959,0.025547415,0.025883746,0.012149067,0.03920844,0.008197589,0.006202636,0.009957496,0.008557723
3438,0.019448298,0.054339668,0.031121382,0.027531558,0.044216605,0.026064877,0.025925079,0.029528621,0.076173005,0.039087138,0.020554092,0.026666834,0.015560632,0.013874751,0.011834797,0.026161368,0.017523621,0.01959882,0.012274751,0.033118057,0.017041671,0.021914831,0.019621953,0.024379377,0.015428461,0.020762245,0.023701343,0.02530094,0.024455344,0.018194698,0.036872042,0.025557282,0.065032375,0.019130865,0.022127438,0.045570753,0.014158136,0.030927065,0.028967835,0.016887313,0.015112671,0.032360152,0.015865716,0.010211029,0.036183966,0.021267578,0.033605184,0.035146444,0.013605909,0.036916379,0.025683454,0.025963573,0.012177502,0.039509916,0.008095852,0.006132709,0.009932063,0.008492427
3437,0.019523062,0.054674472,0.031099052,0.027703201,0.044409609,0.026155992,0.026092137,0.029705037,0.076578072,0.039294369,0.020654414,0.026794792,0.015539774,0.013894648,0.011825639,0.026240864,0.017559837,0.019634201,0.012290088,0.033202238,0.017047945,0.022042483,0.019636514,0.024535192,0.015471277,0.020792316,0.023751963,0.025348809,0.024526697,0.018273449,0.037062439,0.025646335,0.065315871,0.019336568,0.022343781,0.045768376,0.01412836,0.031072175,0.029058844,0.017010993,0.015126199,0.032457337,0.015976538,0.010215381,0.036320776,0.021400894,0.033765958,0.035284529,0.013630033,0.037061006,0.025866762,0.02605804,0.012202836,0.039764159,0.008038303,0.00611558,0.009907833,0.00847808
3436,0.019595102,0.054966532,0.031096063,0.027917214,0.044621286,0.026207956,0.026218707,0.029921988,0.077017539,0.039443144,0.020751132,0.026870744,0.015556815,0.01391938,0.011928873,0.026362925,0.017699808,0.019714823,0.01236466,0.033322896,0.017119176,0.022204661,0.019727688,0.024730569,0.015535895,0.02084451,0.023801239,0.025365618,0.024591221,0.018328584,0.037261874,0.025794965,0.065568762,0.019481945,0.022527496,0.04595318,0.014167857,0.031249393,0.029201761,0.017124358,0.015206692,0.032640919,0.016168412,0.010309142,0.036449675,0.021470208,0.033931635,0.035401455,0.013695267,0.037197021,0.026068707,0.026148382,0.012232474,0.039945722,0.008064115,0.006164491,0.009902642,0.008541847
3435,0.019690939,0.055192274,0.031197686,0.028119385,0.044856243,0.026255533,0.026296816,0.030150584,0.077452768,0.039571504,0.020875072,0.0269235,0.015636583,0.013948836,0.012107294,0.026523746,0.017906582,0.019830517,0.012457104,0.033469826,0.017242007,0.022365748,0.01990675,0.024920449,0.015618436,0.020903592,0.023881759,0.025381856,0.024672811,0.018385328,0.03744255,0.025987956,0.065808318,0.019537854,0.022635656,0.046148948,0.014279117,0.031436127,0.029382293,0.017199393,0.015327787,0.032893412,0.016382391,0.010453541,0.036569085,0.021516008,0.034120832,0.035528679,0.013821962,0.037373354,0.026273282,0.026248422,0.012281295,0.040106691,0.008168412,0.006273952,0.009929983,0.008667183
3434,0.01982594,0.055357591,0.031405561,0.02826053,0.045092806,0.026347218,0.026329736,0.030335851,0.077822923,0.039730875,0.021014279,0.026978807,0.015779354,0.01399102,0.012292392,0.026693021,0.01810603,0.019952556,0.012539944,0.033622601,0.017392515,0.022488591,0.02013604,0.02505444,0.015711679,0.020953865,0.02398599,0.025426243,0.024776877,0.018450056,0.037575413,0.026185261,0.066051837,0.019520415,0.022664813,0.046376237,0.014433868,0.031600258,0.029574298,0.017269048,0.015458076,0.033163663,0.016562795,0.010602439,0.036684653,0.021597608,0.0343567,0.035685482,0.013997189,0.037614768,0.02647654,0.026397311,0.012363304,0.04032068,0.008307597,0.006423918,0.009997231,0.008806356
3433,0.019981438,0.055501689,0.031645533,0.028354587,0.045312206,0.026501166,0.026332772,0.030446076,0.078103668,0.039947632,0.021130307,0.027047344,0.01595653,0.014057338,0.012430999,0.026839367,0.018239187,0.020066263,0.012616431,0.033775865,0.017544691,0.022560936,0.020350154,0.025128922,0.015813777,0.021010215,0.024098627,0.025512146,0.024893511,0.018505124,0.037652295,0.026351534,0.066314064,0.019487638,0.022660616,0.046626492,0.014588612,0.031726868,0.029757192,0.017388938,0.015581425,0.033410381,0.016688164,0.010734523,0.036812375,0.021733467,0.034626371,0.035861918,0.014180082,0.03789408,0.026670287,0.026604289,0.012479632,0.040599741,0.008440327,0.006581297,0.01009828,0.008919244
3432,0.020113889,0.055678682,0.03185405,0.028470507,0.045523287,0.026689685,0.026347309,0.030508296,0.078329766,0.040208398,0.021207452,0.027127882,0.016126131,0.014144736,0.012510488,0.026955515,0.018297944,0.020185937,0.012697963,0.033941379,0.017677418,0.022597866,0.020505866,0.025187603,0.015922804,0.021098252,0.024226066,0.0256289,0.025013669,0.018535346,0.037701776,0.026469016,0.066600892,0.01951275,0.022683968,0.046866601,0.014715702,0.031825949,0.029925852,0.017567528,0.015701716,0.033619988,0.016768665,0.010851129,0.036964307,0.021889517,0.034874798,0.036042794,0.014330863,0.038154958,0.026838399,0.026822903,0.012613562,0.040883239,0.008556544,0.006712295,0.010215457,0.0089979
3431,0.020194076,0.055923997,0.032037144,0.02865782,0.045744528,0.026866172,0.026435512,0.030586045,0.078565293,0.040477575,0.021273186,0.027216594,0.016260836,0.014233797,0.012553175,0.027059229,0.018321173,0.020330165,0.012775514,0.034125683,0.017785968,0.022623892,0.02060928,0.02527155,0.016029773,0.021215537,0.024380709,0.025747378,0.025141446,0.018549311,0.037774418,0.026538958,0.066902903,0.019638525,0.022764991,0.047069804,0.014820064,0.03192462,0.03008518,0.017748217,0.015827423,0.033796296,0.01682793,0.010952941,0.037134001,0.022019672,0.035042871,0.036227847,0.014434448,0.038355042,0.026967331,0.026990961,0.012734239,0.041099814,0.008667462,0.006801125,0.010337743,0.009053695
3430,0.020237419,0.056234137,0.032237382,0.028892227,0.04597728,0.027003887,0.026632826,0.030721713,0.078858152,0.040727379,0.02136467,0.027314371,0.016361256,0.014313355,0.012593777,0.027170723,0.018360998,0.020489721,0.012824603,0.034314195,0.017884297,0.022658816,0.020693185,0.025385612,0.016123008,0.021333395,0.024556902,0.02584895,0.025286443,0.018574829,0.037903254,0.026584165,0.06720975,0.019845757,0.022894143,0.047241945,0.014925517,0.032052684,0.030241184,0.017867599,0.015954426,0.033949422,0.01689126,0.011031803,0.037302574,0.022106117,0.035113536,0.036414291,0.014496518,0.038487004,0.027055841,0.027088999,0.012811672,0.041228241,0.008778399,0.006852982,0.010472135,0.009093672
3429,0.0202901,0.056575375,0.032465726,0.02910108,0.046206153,0.027104291,0.026899063,0.030903931,0.079217242,0.040947235,0.021485112,0.027425335,0.016438876,0.01439574,0.01265562,0.027292443,0.018445856,0.020632384,0.01283591,0.034482433,0.017984761,0.022715944,0.020775584,0.025513856,0.01619648,0.021432971,0.024736305,0.025944325,0.025443221,0.018632417,0.038078518,0.026641629,0.067523576,0.020066042,0.023047654,0.047411018,0.015045171,0.032225982,0.030401117,0.017915723,0.0160669,0.034095124,0.016976957,0.011088047,0.037455023,0.022164096,0.035128631,0.036576792,0.014525713,0.038572137,0.027118581,0.027153323,0.012839968,0.041307601,0.008879245,0.006876914,0.010625997,0.009120643
3428,0.020388207,0.056907752,0.032686307,0.029234885,0.046415123,0.027175723,0.027135088,0.031086268,0.079617175,0.0411323,0.02160412,0.027550859,0.016492435,0.014493835,0.012736864,0.027409048,0.018561961,0.020735355,0.012828372,0.034615511,0.018075062,0.022800618,0.020846734,0.025646374,0.016249082,0.021522264,0.024905331,0.026054307,0.025583518,0.018715723,0.038261001,0.026735708,0.067842641,0.020227345,0.023205178,0.047593916,0.015161341,0.032434674,0.030571986,0.017926472,0.016150061,0.034250687,0.017081035,0.011143079,0.037583062,0.022224947,0.035166255,0.036685435,0.014529954,0.038647749,0.027185027,0.02723922,0.012848119,0.041407408,0.008955065,0.006872567,0.010779152,0.009146778
3427,0.020530166,0.057200782,0.032857974,0.029312362,0.046594576,0.027216722,0.027265089,0.031232734,0.080018289,0.041275427,0.021696185,0.027687073,0.016511444,0.014590362,0.012815035,0.027501453,0.018664973,0.020800145,0.012829148,0.034711492,0.018126079,0.022905257,0.020891758,0.025780864,0.016280213,0.021620474,0.025057349,0.026177767,0.025674378,0.018799794,0.03841494,0.026855627,0.068136567,0.020296992,0.023350818,0.047781573,0.015232315,0.032648295,0.030745759,0.017925497,0.016196506,0.034420448,0.017172562,0.011220599,0.037678551,0.02231881,0.035289654,0.036738061,0.014526739,0.038755711,0.027287102,0.027374828,0.012877375,0.041581671,0.008996667,0.006837263,0.010887224,0.009189694
3426,0.020684519,0.057438723,0.032973633,0.029404199,0.046740296,0.027225784,0.027300539,0.031346381,0.080389169,0.041376569,0.021767839,0.027828677,0.016501841,0.014647384,0.012868493,0.027560298,0.018718173,0.020835628,0.012850973,0.034775312,0.018128336,0.023010757,0.020916671,0.02590988,0.016291223,0.021736771,0.025186807,0.026291603,0.025707957,0.018867037,0.03852465,0.026968412,0.068358315,0.020290929,0.023475029,0.047956388,0.015226728,0.03283762,0.030889955,0.017913963,0.016205087,0.034588745,0.01722125,0.011314171,0.037738171,0.022460545,0.035499876,0.036764031,0.014542747,0.038927261,0.027435958,0.027543511,0.012942561,0.041830681,0.009003152,0.0067813,0.010922686,0.009253649
3425,0.02081792,0.057626496,0.033064195,0.029572473,0.046865697,0.027221574,0.027317349,0.031456226,0.080718393,0.041454695,0.02185068,0.027972742,0.016494258,0.014647641,0.01289596,0.027591882,0.018728156,0.020843165,0.012894997,0.034824681,0.018112139,0.023096866,0.020948674,0.026023454,0.016287638,0.0218624,0.025300494,0.02638873,0.02571581,0.018927646,0.038597632,0.027055749,0.068497342,0.020252,0.023580492,0.048117803,0.015161918,0.032994111,0.030972458,0.01790159,0.016183873,0.034733567,0.017236072,0.011384402,0.037781177,0.022640035,0.035736285,0.036806023,0.014595004,0.039169493,0.027610971,0.027705635,0.013023956,0.042103782,0.008984059,0.006728421,0.010909078,0.009326218
3424,0.02091458,0.057792066,0.033176872,0.029813721,0.047011312,0.027243914,0.027380114,0.031580227,0.08100944,0.041544932,0.021980623,0.028118738,0.016518899,0.014613039,0.012913916,0.027614166,0.01873946,0.020826672,0.012962572,0.034898962,0.0181212,0.023151201,0.021014496,0.026123113,0.016274602,0.021971979,0.02542691,0.026498765,0.025752697,0.019012801,0.038669848,0.027132335,0.068608095,0.020221093,0.023675842,0.048283649,0.015104724,0.033127726,0.031003141,0.01792427,0.016154767,0.03484734,0.017263925,0.011394847,0.037851292,0.022827712,0.035933103,0.036908431,0.014676468,0.039466925,0.027778816,0.027839271,0.013100533,0.042350945,0.008962779,0.006699961,0.010904181,0.009395832
3423,0.020974704,0.057970393,0.03334405,0.030055136,0.047224,0.027329131,0.027499756,0.031706559,0.081270451,0.041684736,0.022181552,0.028268353,0.016579131,0.014582213,0.012936307,0.027643708,0.018786965,0.020806099,0.013047571,0.035042214,0.018168919,0.02317232,0.021121825,0.0262259,0.016255577,0.022037166,0.025593233,0.026658765,0.025858813,0.019146269,0.038798085,0.027227642,0.068771904,0.020223618,0.023764804,0.048469457,0.015120807,0.033248815,0.031037772,0.018011603,0.016145287,0.034943443,0.017340463,0.011347455,0.037987695,0.022995727,0.036078134,0.037105319,0.014764971,0.039796731,0.027923845,0.027961699,0.013177902,0.042573167,0.008969856,0.006701625,0.010946009,0.009463245
3422,0.021003071,0.058172869,0.033555824,0.03021592,0.04751418,0.02747977,0.02765132,0.031811781,0.081514174,0.041897107,0.02244686,0.028425932,0.016655148,0.014583551,0.012961674,0.027685071,0.018856404,0.020808332,0.01312255,0.035263885,0.018229068,0.023172852,0.021258278,0.02635361,0.016244596,0.022055582,0.025786143,0.026867394,0.0260273,0.0193179,0.03901656,0.027356057,0.069027493,0.02027079,0.023852008,0.048671164,0.015215935,0.03335745,0.031129747,0.018150404,0.016169354,0.035047427,0.017449093,0.01128206,0.038189316,0.023135413,0.036213175,0.03739181,0.014844419,0.040139615,0.028057055,0.028109104,0.013273,0.042812755,0.009022527,0.006726283,0.011018658,0.00953413
3421,0.021007355,0.058373582,0.033762816,0.030280815,0.047839505,0.027657642,0.027806691,0.031887545,0.081762394,0.04217316,0.02272505,0.028593664,0.016724567,0.014629653,0.0129808,0.027735982,0.018902279,0.020846153,0.013154466,0.03551969,0.018271233,0.023179987,0.021400817,0.026519143,0.016273791,0.022066751,0.025952336,0.027081521,0.026207496,0.019487264,0.039293352,0.027506627,0.069342885,0.020361439,0.02395648,0.048870485,0.015332155,0.033450277,0.031282309,0.018296259,0.016217971,0.03518292,0.017538699,0.011246293,0.038412215,0.023252741,0.036380584,0.037709224,0.014915209,0.040475345,0.028200014,0.028294532,0.013381766,0.043093823,0.009107336,0.006765433,0.011074403,0.009608916
